4039 88234
1683 1327 0.020408
1683 1329 0.007353
1683 1339 0.010000
1683 1340 0.015873
1683 1341 0.008130
1683 1344 0.010989
1683 1352 0.004274
1683 1367 0.006024
1683 1376 0.005495
1683 1377 0.005263
1683 1390 0.005181
1683 1391 0.005714
1683 1399 0.005618
1683 1416 0.009009
1683 1420 0.006757
1683 1431 0.004545
1683 1435 0.017857
1683 1471 0.005917
1683 1497 0.034483
1683 1509 0.007634
1683 1518 0.071429
1683 1520 0.008547
1683 1522 0.006410
1683 1523 0.014493
1683 1539 0.012658
1683 1540 0.014493
1683 1551 0.005848
1683 1554 0.006250
1683 1557 0.006623
1683 1559 0.005376
1683 1563 0.008929
1683 1584 0.004739
1683 1589 0.004878
1683 1597 0.008929
1683 1600 0.008547
1683 1612 0.005263
1683 1613 0.005495
1683 1619 0.008772
1683 1620 0.007812
1683 1621 0.005291
1683 1622 0.005650
1683 1623 0.010000
1683 1626 0.027027
1683 1632 0.012658
1683 1639 0.012821
1683 1644 0.014493
1683 1652 0.012346
1683 1653 0.013514
1683 1659 0.012195
1683 1662 0.006849
1683 1663 0.004255
1683 1668 0.008197
1683 1689 0.008065
1683 1700 0.058824
1683 1707 0.005405
1683 1717 0.007194
1683 1721 0.008696
1683 1724 0.016949
1683 1730 0.004425
1683 1735 0.009174
1683 1737 0.012658
1683 1746 0.004950
1683 1750 0.007937
1683 1752 0.008696
1683 1761 0.008264
1683 1768 0.004785
1683 1769 0.040000
1683 1774 0.025000
1683 1789 0.009709
1683 1791 0.007634
1683 1795 0.011236
1683 1799 0.006579
1683 1800 0.004082
1683 1804 0.005128
1683 1813 0.006410
1683 1819 0.011364
1683 1821 0.037037
1683 1823 0.007874
1683 1827 0.004975
1683 1833 0.005236
1683 1835 0.005495
1683 1836 0.040000
1683 1839 0.006061
1683 1849 0.008403
1683 1867 0.008130
1683 1877 0.015625
1683 1881 0.018868
1683 1888 0.003937
1683 1891 0.014085
1685 107 0.000957
1685 907 0.076923
1685 916 0.006803
1685 921 0.009434
1685 932 0.015873
1685 953 0.009174
1685 967 0.009346
1685 978 0.009615
1685 980 0.007812
1685 993 0.006494
1685 1017 0.006711
1685 1026 0.012500
1685 1048 0.009434
1685 1056 0.015385
1685 1059 0.006061
1685 1074 0.015873
1685 1079 0.008130
1685 1126 0.005051
1685 1146 0.006803
1685 1156 0.010101
1685 1164 0.037037
1685 1180 0.022222
1685 1184 0.006329
1685 1185 0.006410
1685 1199 0.004608
1685 1205 0.009804
1685 1230 0.008000
1685 1250 0.007299
1685 1269 0.007937
1685 1272 0.011905
1685 1312 0.012500
1685 1329 0.007353
1685 1330 0.008197
1685 1331 0.006849
1685 1334 0.010000
1685 1341 0.008130
1685 1344 0.010989
1685 1352 0.004274
1685 1367 0.006024
1685 1376 0.005495
1685 1377 0.005263
1685 1380 0.011765
1685 1391 0.005714
1685 1407 0.027027
1685 1409 0.009434
1685 1431 0.004545
1685 1447 0.007042
1685 1467 0.008065
1685 1483 0.010417
1685 1517 0.027778
1685 1520 0.008547
1685 1522 0.006410
1685 1528 0.014286
1685 1535 0.015625
1685 1551 0.005848
1685 1557 0.006623
1685 1570 0.008065
1685 1589 0.004878
1685 1600 0.008547
1685 1603 0.006897
1685 1604 0.006757
1685 1605 0.011111
1685 1610 0.005587
1685 1612 0.005263
1685 1613 0.005495
1685 1621 0.005291
1685 1622 0.005650
1685 1669 0.007299
1685 1675 0.008547
1685 1707 0.005405
1685 1722 0.017857
1685 1730 0.004425
1685 1734 0.020408
1685 1736 0.006410
1685 1741 0.009615
1685 1746 0.004950
1685 1753 0.012195
1685 1768 0.004785
1685 1771 0.050000
1685 1775 0.125000
1685 1799 0.006579
1685 1800 0.004082
1685 1804 0.005128
1685 1809 0.008850
1685 1813 0.006410
1685 1833 0.005236
1685 1835 0.005495
1685 1839 0.006061
1685 1845 0.009901
1685 1861 0.010101
1685 1879 0.006667
1685 1888 0.003937
1685 1902 0.007692
1686 107 0.000957
1686 917 0.007692
1686 944 0.027027
1686 965 0.062500
1686 1042 0.066667
1686 1051 0.021739
1686 1052 0.015873
1686 1070 0.012821
1686 1131 0.031250
1686 1159 0.016393
1686 1167 0.035714
1686 1183 0.029412
1686 1225 0.033333
1686 1241 0.050000
1686 1260 0.026316
1686 1299 0.032258
1686 1310 0.037037
1686 1338 0.014706
1686 1355 0.027027
1686 1373 0.013699
1686 1412 0.045455
1686 1436 0.033333
1686 1472 0.011111
1686 1500 0.034483
1686 1525 0.017544
1686 1536 0.012195
1686 1630 0.014925
1686 1633 0.043478
1686 1634 0.026316
1686 1699 0.023810
1686 1703 0.014286
1686 1704 0.040000
1686 1720 0.020408
1686 1794 0.017544
1686 1876 0.017857
1687 107 0.000957
1687 563 0.010989
1687 900 0.076923
1687 908 0.031250
1687 950 0.100000
1687 951 0.050000
1687 970 0.066667
1687 1023 0.111111
1687 1029 0.012658
1687 1033 0.058824
1687 1061 0.100000
1687 1085 0.015152
1687 1136 0.030303
1687 1144 0.047619
1687 1174 0.055556
1687 1251 0.083333
1687 1274 0.040000
1687 1307 0.032258
1687 1325 0.055556
1687 1328 0.050000
1687 1360 0.027027
1687 1410 0.047619
1687 1421 0.041667
1687 1433 0.043478
1687 1445 0.111111
1687 1494 0.038462
1687 1511 0.033333
1687 1534 0.030303
1687 1555 0.028571
1687 1567 0.030303
1687 1588 0.043478
1687 1593 0.031250
1687 1615 0.041667
1687 1656 0.029412
1687 1676 0.062500
1687 1698 0.052632
1687 1705 0.037037
1687 1708 0.100000
1687 1719 0.052632
1687 1803 0.040000
1687 1806 0.031250
1687 1825 0.034483
1687 1866 0.032258
1688 107 0.000957
1688 526 0.010204
1688 563 0.010989
1688 596 0.021739
1688 906 0.012821
1688 913 0.022727
1688 925 0.005988
1688 953 0.009174
1688 961 0.076923
1688 967 0.009346
1688 993 0.006494
1688 1004 0.008333
1688 1029 0.012658
1688 1048 0.009434
1688 1049 0.012195
1688 1054 0.018519
1688 1056 0.015385
1688 1059 0.006061
1688 1075 0.012500
1688 1079 0.008130
1688 1086 0.004878
1688 1110 0.014286
1688 1112 0.018519
1688 1116 0.034483
1688 1135 0.014706
1688 1160 0.011364
1688 1173 0.008696
1688 1184 0.006329
1688 1209 0.013158
1688 1222 0.007042
1688 1230 0.008000
1688 1238 0.006579
1688 1242 0.010753
1688 1243 0.008929
1688 1250 0.007299
1688 1269 0.007937
1688 1278 0.027778
1688 1290 0.011494
1688 1329 0.007353
1688 1339 0.010000
1688 1340 0.015873
1688 1344 0.010989
1688 1352 0.004274
1688 1357 0.032258
1688 1367 0.006024
1688 1375 0.013514
1688 1377 0.005263
1688 1385 0.066667
1688 1393 0.018868
1688 1407 0.027027
1688 1416 0.009009
1688 1519 0.030303
1688 1522 0.006410
1688 1524 0.024390
1688 1528 0.014286
1688 1553 0.027027
1688 1557 0.006623
1688 1572 0.023256
1688 1597 0.008929
1688 1600 0.008547
1688 1604 0.006757
1688 1609 0.010870
1688 1620 0.007812
1688 1622 0.005650
1688 1659 0.012195
1688 1663 0.004255
1688 1675 0.008547
1688 1689 0.008065
1688 1710 0.066667
1688 1721 0.008696
1688 1724 0.016949
1688 1730 0.004425
1688 1737 0.012658
1688 1745 0.052632
1688 1746 0.004950
1688 1750 0.007937
1688 1752 0.008696
1688 1754 0.017544
1688 1768 0.004785
1688 1771 0.050000
1688 1791 0.007634
1688 1795 0.011236
1688 1800 0.004082
1688 1804 0.005128
1688 1811 0.015873
1688 1813 0.006410
1688 1816 0.007634
1688 1827 0.004975
1688 1845 0.009901
1688 1861 0.010101
1688 1864 0.009346
1688 1867 0.008130
1688 1877 0.015625
1688 1881 0.018868
1688 1885 0.035714
1689 107 0.000957
1689 906 0.012821
1689 921 0.009434
1689 925 0.005988
1689 946 0.006024
1689 952 0.011905
1689 967 0.009346
1689 980 0.007812
1689 993 0.006494
1689 1003 0.010526
1689 1004 0.008333
1689 1047 0.015385
1689 1049 0.012195
1689 1054 0.018519
1689 1059 0.006061
1689 1076 0.007042
1689 1079 0.008130
1689 1086 0.004878
1689 1124 0.007692
1689 1126 0.005051
1689 1128 0.010204
1689 1130 0.015152
1689 1146 0.006803
1689 1149 0.009804
1689 1172 0.008850
1689 1181 0.011236
1689 1184 0.006329
1689 1198 0.012048
1689 1201 0.017241
1689 1211 0.005780
1689 1230 0.008000
1689 1238 0.006579
1689 1242 0.010753
1689 1250 0.007299
1689 1267 0.008333
1689 1290 0.011494
1689 1293 0.020833
1689 1327 0.020408
1689 1339 0.010000
1689 1344 0.010989
1689 1352 0.004274
1689 1365 0.023810
1689 1367 0.006024
1689 1376 0.005495
1689 1377 0.005263
1689 1380 0.011765
1689 1390 0.005181
1689 1391 0.005714
1689 1399 0.005618
1689 1420 0.006757
1689 1431 0.004545
1689 1488 0.007407
1689 1491 0.008000
1689 1509 0.007634
1689 1516 0.006289
1689 1520 0.008547
1689 1522 0.006410
1689 1523 0.014493
1689 1524 0.024390
1689 1530 0.009524
1689 1539 0.012658
1689 1540 0.014493
1689 1551 0.005848
1689 1554 0.006250
1689 1557 0.006623
1689 1559 0.005376
1689 1563 0.008929
1689 1589 0.004878
1689 1597 0.008929
1689 1600 0.008547
1689 1608 0.008547
1689 1612 0.005263
1689 1613 0.005495
1689 1614 0.014085
1689 1617 0.008547
1689 1620 0.007812
1689 1621 0.005291
1689 1622 0.005650
1689 1623 0.010000
1689 1632 0.012658
1689 1644 0.014493
1689 1652 0.012346
1689 1659 0.012195
1689 1662 0.006849
1689 1663 0.004255
1689 1665 0.007874
1689 1683 0.008130
1689 1688 0.010526
1689 1707 0.005405
1689 1714 0.005348
1689 1717 0.007194
1689 1721 0.008696
1689 1724 0.016949
1689 1730 0.004425
1689 1735 0.009174
1689 1736 0.006410
1689 1737 0.012658
1689 1746 0.004950
1689 1750 0.007937
1689 1752 0.008696
1689 1753 0.012195
1689 1789 0.009709
1689 1793 0.006897
1689 1795 0.011236
1689 1796 0.014085
1689 1799 0.006579
1689 1800 0.004082
1689 1809 0.008850
1689 1813 0.006410
1689 1816 0.007634
1689 1819 0.011364
1689 1826 0.009804
1689 1827 0.004975
1689 1833 0.005236
1689 1835 0.005495
1689 1842 0.008403
1689 1849 0.008403
1689 1864 0.009346
1689 1867 0.008130
1689 1877 0.015625
1689 1879 0.006667
1689 1888 0.003937
1689 1891 0.014085
1689 1902 0.007692
1690 107 0.000957
1690 1536 0.012195
1691 107 0.000957
1691 896 0.007937
1691 902 0.021739
1691 941 0.018519
1691 957 0.015385
1691 981 0.021277
1691 1009 0.017544
1691 1019 0.017241
1691 1021 0.016393
1691 1036 0.017241
1691 1067 0.013158
1691 1104 0.009174
1691 1115 0.027778
1691 1129 0.016667
1691 1148 0.015385
1691 1158 0.015152
1691 1170 0.027778
1691 1192 0.010309
1691 1204 0.009346
1691 1221 0.014085
1691 1229 0.021277
1691 1235 0.009346
1691 1257 0.018182
1691 1277 0.008065
1691 1279 0.022727
1691 1284 0.016667
1691 1292 0.018182
1691 1298 0.014085
1691 1322 0.011111
1691 1345 0.010309
1691 1347 0.013514
1691 1379 0.019608
1691 1404 0.020000
1691 1413 0.016667
1691 1423 0.016393
1691 1426 0.015625
1691 1448 0.019231
1691 1459 0.009804
1691 1462 0.011905
1691 1475 0.013889
1691 1479 0.011905
1691 1550 0.026316
1691 1573 0.011236
1691 1576 0.015152
1691 1578 0.027778
1691 1583 0.010309
1691 1591 0.010526
1691 1596 0.012987
1691 1611 0.013889
1691 1628 0.012195
1691 1635 0.029412
1691 1680 0.016393
1691 1715 0.015385
1691 1716 0.016667
1691 1857 0.013699
1691 1862 0.018519
1691 1873 0.024390
1691 1875 0.035714
1691 1884 0.031250
1691 1899 0.012658
1692 107 0.000957
1692 353 0.009804
1692 363 0.010417
1692 366 0.010309
1692 420 0.029412
1692 428 0.008696
1692 475 0.008197
1692 483 0.004329
1692 484 0.009346
1692 517 0.009615
1692 538 0.011494
1692 566 0.011765
1692 580 0.011905
1692 606 0.010989
1692 637 0.008696
1692 651 0.013699
1692 905 0.058824
1692 976 0.041667
1692 1001 0.025641
1692 1012 0.031250
1692 1095 0.041667
1692 1114 0.026316
1692 1122 0.020408
1692 1179 0.022222
1692 1210 0.025000
1692 1223 0.045455
1692 1237 0.016667
1692 1313 0.029412
1692 1320 0.015625
1692 1357 0.032258
1692 1358 0.012987
1692 1371 0.027027
1692 1374 0.023810
1692 1400 0.045455
1692 1422 0.071429
1692 1446 0.027778
1692 1487 0.015873
1692 1526 0.045455
1692 1536 0.012195
1692 1543 0.030303
1692 1565 0.022727
1692 1574 0.014925
1692 1616 0.020000
1692 1645 0.017857
1692 1679 0.037037
1692 1724 0.016949
1692 1763 0.031250
1692 1767 0.027778
1692 1808 0.071429
1692 1881 0.018868
1693 107 0.000957
1693 1240 0.142857
1693 1760 0.333333
1694 107 0.000957
1694 353 0.009804
1694 366 0.010309
1694 483 0.004329
1694 484 0.009346
1694 517 0.009615
1694 580 0.011905
1694 637 0.008696
1694 649 0.200000
1694 930 0.019231
1694 931 0.066667
1694 1064 0.037037
1694 1212 0.038462
1694 1234 0.066667
1694 1296 0.040000
1694 1300 0.032258
1694 1313 0.029412
1694 1320 0.015625
1694 1343 0.027027
1694 1356 0.050000
1694 1358 0.012987
1694 1374 0.023810
1694 1446 0.027778
1694 1453 0.035714
1694 1478 0.058824
1694 1512 0.029412
1694 1514 0.028571
1694 1616 0.020000
1694 1645 0.017857
1694 1740 0.027027
1694 1743 0.038462
1694 1790 0.026316
1694 1831 0.023810
1694 1910 0.032258
1695 107 0.000957
1695 483 0.004329
1695 538 0.011494
1695 930 0.019231
1695 948 0.026316
1695 1080 0.016667
1695 1113 0.021277
1695 1142 0.030303
1695 1318 0.024390
1695 1320 0.015625
1695 1332 0.023810
1695 1358 0.012987
1695 1427 0.015152
1695 1446 0.027778
1695 1464 0.038462
1695 1549 0.020408
1695 1565 0.022727
1695 1574 0.014925
1695 1602 0.083333
1695 1606 0.032258
1695 1625 0.040000
1695 1660 0.041667
1695 1763 0.031250
1695 1766 0.025000
1695 1773 0.043478
1695 1801 0.043478
1695 1844 0.014286
1695 1870 0.043478
1695 1881 0.018868
1695 1882 0.019608
1696 107 0.000957
1696 968 0.025000
1696 1025 0.034483
1696 1062 0.045455
1696 1162 0.125000
1696 1526 0.045455
1696 1545 0.023256
1696 1599 0.090909
1696 1731 0.125000
1696 1761 0.008264
1696 1814 0.100000
1696 1844 0.014286
1697 107 0.000957
1697 1033 0.058824
1697 1337 0.027778
1697 1663 0.004255
1697 1702 0.022222
1697 1718 0.006452
1697 1806 0.031250
1697 1909 0.024390
1698 107 0.000957
1698 900 0.076923
1698 908 0.031250
1698 1033 0.058824
1698 1136 0.030303
1698 1173 0.008696
1698 1187 0.050000
1698 1274 0.040000
1698 1307 0.032258
1698 1360 0.027027
1698 1433 0.043478
1698 1511 0.033333
1698 1553 0.027027
1698 1567 0.030303
1698 1615 0.041667
1698 1687 0.023256
1698 1806 0.031250
1698 1825 0.034483
1698 1847 0.038462
1699 107 0.000957
1699 389 0.020833
1699 606 0.010989
1699 913 0.022727
1699 917 0.007692
1699 968 0.025000
1699 1012 0.031250
1699 1051 0.021739
1699 1052 0.015873
1699 1062 0.045455
1699 1070 0.012821
1699 1159 0.016393
1699 1183 0.029412
1699 1217 0.021277
1699 1223 0.045455
1699 1246 0.028571
1699 1338 0.014706
1699 1343 0.027027
1699 1355 0.027027
1699 1366 0.015152
1699 1435 0.017857
1699 1436 0.033333
1699 1444 0.031250
1699 1472 0.011111
1699 1473 0.018519
1699 1504 0.017241
1699 1525 0.017544
1699 1529 0.023810
1699 1536 0.012195
1699 1540 0.014493
1699 1541 0.030303
1699 1569 0.020833
1699 1633 0.043478
1699 1634 0.026316
1699 1667 0.037037
1699 1681 0.040000
1699 1686 0.028571
1699 1703 0.014286
1699 1770 0.021277
1699 1794 0.017544
1699 1807 0.019608
1699 1876 0.017857
1700 107 0.000957
1700 946 0.006024
1700 1028 0.014925
1700 1076 0.007042
1700 1181 0.011236
1700 1184 0.006329
1700 1290 0.011494
1700 1342 0.100000
1700 1520 0.008547
1700 1532 0.025641
1700 1551 0.005848
1700 1617 0.008547
1700 1632 0.012658
1700 1644 0.014493
1700 1683 0.008130
1700 1707 0.005405
1700 1827 0.004975
1701 107 0.000957
1701 929 0.200000
1701 991 0.052632
1701 1317 0.047619
1701 1505 0.016949
1701 1534 0.030303
1701 1838 0.166667
1702 107 0.000957
1702 922 0.033333
1702 951 0.050000
1702 973 0.055556
1702 1006 0.007042
1702 1077 0.066667
1702 1124 0.007692
1702 1150 0.071429
1702 1161 0.052632
1702 1199 0.004608
1702 1211 0.005780
1702 1214 0.008772
1702 1222 0.007042
1702 1321 0.040000
1702 1327 0.020408
1702 1337 0.027778
1702 1341 0.008130
1702 1351 0.014925
1702 1361 0.007299
1702 1393 0.018868
1702 1399 0.005618
1702 1419 0.041667
1702 1437 0.017857
1702 1440 0.035714
1702 1445 0.111111
1702 1447 0.007042
1702 1465 0.009259
1702 1521 0.166667
1702 1561 0.040000
1702 1626 0.027027
1702 1656 0.029412
1702 1697 0.125000
1702 1718 0.006452
1702 1722 0.017857
1702 1780 0.050000
1702 1805 0.045455
1702 1806 0.031250
1702 1813 0.006410
1702 1817 0.066667
1702 1845 0.009901
1702 1858 0.034483
1702 1863 0.020408
1702 1865 0.125000
1702 1909 0.024390
1702 1911 0.025641
1703 107 0.000957
1703 913 0.022727
1703 917 0.007692
1703 924 0.022222
1703 944 0.027027
1703 965 0.062500
1703 974 0.090909
1703 977 0.038462
1703 1000 0.062500
1703 1010 0.027778
1703 1011 0.031250
1703 1037 0.027027
1703 1041 0.020833
1703 1051 0.021739
1703 1070 0.012821
1703 1090 0.076923
1703 1127 0.047619
1703 1131 0.031250
1703 1134 0.090909
1703 1139 0.041667
1703 1141 0.055556
1703 1152 0.058824
1703 1159 0.016393
1703 1166 0.017544
1703 1167 0.035714
1703 1169 0.052632
1703 1183 0.029412
1703 1188 0.031250
1703 1221 0.014085
1703 1225 0.033333
1703 1228 0.043478
1703 1236 0.023256
1703 1244 0.083333
1703 1249 0.066667
1703 1258 0.023810
1703 1260 0.026316
1703 1275 0.017544
1703 1299 0.032258
1703 1304 0.026316
1703 1306 0.038462
1703 1308 0.050000
1703 1310 0.037037
1703 1338 0.014706
1703 1355 0.027027
1703 1366 0.015152
1703 1373 0.013699
1703 1428 0.034483
1703 1444 0.031250
1703 1469 0.017544
1703 1472 0.011111
1703 1473 0.018519
1703 1482 0.020408
1703 1496 0.020833
1703 1504 0.017241
1703 1525 0.017544
1703 1536 0.012195
1703 1549 0.020408
1703 1569 0.020833
1703 1584 0.004739
1703 1630 0.014925
1703 1634 0.026316
1703 1640 0.125000
1703 1686 0.028571
1703 1699 0.023810
1703 1709 0.016129
1703 1725 0.019608
1703 1748 0.076923
1703 1807 0.019608
1703 1840 0.100000
1703 1876 0.017857
1704 107 0.000957
1704 933 0.040000
1704 941 0.018519
1704 945 0.250000
1704 969 0.031250
1704 971 0.029412
1704 1032 0.012658
1704 1081 0.033333
1704 1273 0.015625
1704 1406 0.032258
1704 1429 0.026316
1704 1454 0.019231
1704 1489 0.045455
1704 1502 0.014286
1704 1515 0.014493
1704 1686 0.028571
1704 1706 0.023810
1704 1729 0.012500
1704 1742 0.012658
1704 1786 0.010309
1704 1794 0.017544
1704 1820 0.014925
1704 1850 0.034483
1704 1871 0.012195
1704 1894 0.015873
1705 107 0.000957
1705 928 0.111111
1705 1085 0.015152
1705 1098 0.043478
1705 1136 0.030303
1705 1144 0.047619
1705 1174 0.055556
1705 1187 0.050000
1705 1251 0.083333
1705 1307 0.032258
1705 1328 0.050000
1705 1360 0.027027
1705 1410 0.047619
1705 1421 0.041667
1705 1433 0.043478
1705 1494 0.038462
1705 1511 0.033333
1705 1555 0.028571
1705 1567 0.030303
1705 1588 0.043478
1705 1593 0.031250
1705 1676 0.062500
1705 1687 0.023256
1705 1719 0.052632
1705 1803 0.040000
1705 1825 0.034483
1705 1866 0.032258
1706 107 0.000957
1706 483 0.004329
1706 896 0.007937
1706 917 0.007692
1706 933 0.040000
1706 941 0.018519
1706 942 0.015385
1706 954 0.018182
1706 971 0.029412
1706 984 0.023810
1706 1014 0.010101
1706 1032 0.012658
1706 1103 0.125000
1706 1104 0.009174
1706 1143 0.071429
1706 1192 0.010309
1706 1204 0.009346
1706 1215 0.023256
1706 1227 0.011905
1706 1373 0.013699
1706 1429 0.026316
1706 1454 0.019231
1706 1459 0.009804
1706 1475 0.013889
1706 1489 0.045455
1706 1495 0.014925
1706 1502 0.014286
1706 1503 0.035714
1706 1515 0.014493
1706 1591 0.010526
1706 1636 0.012987
1706 1649 0.028571
1706 1661 0.012500
1706 1704 0.040000
1706 1729 0.012500
1706 1742 0.012658
1706 1783 0.008264
1706 1786 0.010309
1706 1794 0.017544
1706 1850 0.034483
1706 1871 0.012195
1706 1893 0.012048
1707 107 0.000957
1707 916 0.006803
1707 934 0.012195
1707 946 0.006024
1707 952 0.011905
1707 953 0.009174
1707 960 0.009709
1707 966 0.008696
1707 978 0.009615
1707 980 0.007812
1707 983 0.016129
1707 999 0.012987
1707 1003 0.010526
1707 1004 0.008333
1707 1006 0.007042
1707 1017 0.006711
1707 1024 0.011765
1707 1029 0.012658
1707 1039 0.037037
1707 1040 0.014925
1707 1054 0.018519
1707 1059 0.006061
1707 1068 0.020408
1707 1074 0.015873
1707 1078 0.005464
1707 1079 0.008130
1707 1083 0.009434
1707 1086 0.004878
1707 1101 0.008130
1707 1107 0.007092
1707 1117 0.008197
1707 1123 0.014085
1707 1124 0.007692
1707 1125 0.008547
1707 1126 0.005051
1707 1130 0.015152
1707 1132 0.007042
1707 1149 0.009804
1707 1153 0.007194
1707 1156 0.010101
1707 1160 0.011364
1707 1163 0.010000
1707 1172 0.008850
1707 1173 0.008696
1707 1175 0.007576
1707 1181 0.011236
1707 1184 0.006329
1707 1185 0.006410
1707 1191 0.009091
1707 1198 0.012048
1707 1199 0.004608
1707 1205 0.009804
1707 1211 0.005780
1707 1214 0.008772
1707 1219 0.018519
1707 1222 0.007042
1707 1230 0.008000
1707 1238 0.006579
1707 1250 0.007299
1707 1256 0.007407
1707 1267 0.008333
1707 1271 0.010417
1707 1280 0.013158
1707 1285 0.018182
1707 1288 0.010870
1707 1289 0.011765
1707 1291 0.008850
1707 1293 0.020833
1707 1302 0.009346
1707 1330 0.008197
1707 1331 0.006849
1707 1335 0.007812
1707 1339 0.010000
1707 1341 0.008130
1707 1351 0.014925
1707 1352 0.004274
1707 1361 0.007299
1707 1367 0.006024
1707 1370 0.008929
1707 1376 0.005495
1707 1377 0.005263
1707 1380 0.011765
1707 1388 0.011905
1707 1390 0.005181
1707 1391 0.005714
1707 1393 0.018868
1707 1399 0.005618
1707 1402 0.013514
1707 1409 0.009434
1707 1416 0.009009
1707 1420 0.006757
1707 1437 0.017857
1707 1447 0.007042
1707 1449 0.011111
1707 1456 0.007576
1707 1457 0.016129
1707 1467 0.008065
1707 1471 0.005917
1707 1483 0.010417
1707 1488 0.007407
1707 1491 0.008000
1707 1516 0.006289
1707 1520 0.008547
1707 1522 0.006410
1707 1530 0.009524
1707 1532 0.025641
1707 1538 0.013889
1707 1542 0.018182
1707 1547 0.008197
1707 1551 0.005848
1707 1554 0.006250
1707 1557 0.006623
1707 1563 0.008929
1707 1571 0.016667
1707 1580 0.012048
1707 1584 0.004739
1707 1589 0.004878
1707 1597 0.008929
1707 1598 0.007353
1707 1603 0.006897
1707 1604 0.006757
1707 1605 0.011111
1707 1608 0.008547
1707 1610 0.005587
1707 1612 0.005263
1707 1613 0.005495
1707 1617 0.008547
1707 1619 0.008772
1707 1620 0.007812
1707 1621 0.005291
1707 1622 0.005650
1707 1623 0.010000
1707 1632 0.012658
1707 1643 0.010000
1707 1662 0.006849
1707 1663 0.004255
1707 1665 0.007874
1707 1668 0.008197
1707 1669 0.007299
1707 1683 0.008130
1707 1685 0.010753
1707 1689 0.008065
1707 1700 0.058824
1707 1712 0.009524
1707 1714 0.005348
1707 1717 0.007194
1707 1721 0.008696
1707 1722 0.017857
1707 1730 0.004425
1707 1735 0.009174
1707 1736 0.006410
1707 1737 0.012658
1707 1741 0.009615
1707 1746 0.004950
1707 1750 0.007937
1707 1752 0.008696
1707 1754 0.017544
1707 1757 0.007634
1707 1761 0.008264
1707 1768 0.004785
1707 1772 0.016393
1707 1789 0.009709
1707 1791 0.007634
1707 1793 0.006897
1707 1796 0.014085
1707 1799 0.006579
1707 1800 0.004082
1707 1804 0.005128
1707 1809 0.008850
1707 1810 0.009804
1707 1816 0.007634
1707 1823 0.007874
1707 1826 0.009804
1707 1827 0.004975
1707 1833 0.005236
1707 1839 0.006061
1707 1842 0.008403
1707 1845 0.009901
1707 1849 0.008403
1707 1864 0.009346
1707 1868 0.008264
1707 1879 0.006667
1707 1886 0.009524
1707 1888 0.003937
1707 1902 0.007692
1708 107 0.000957
1708 1008 0.125000
1708 1274 0.040000
1708 1307 0.032258
1708 1325 0.055556
1708 1360 0.027027
1708 1433 0.043478
1708 1593 0.031250
1708 1615 0.041667
1708 1687 0.023256
1709 107 0.000957
1709 651 0.013699
1709 913 0.022727
1709 917 0.007692
1709 924 0.022222
1709 944 0.027027
1709 977 0.038462
1709 1010 0.027778
1709 1011 0.031250
1709 1041 0.020833
1709 1051 0.021739
1709 1070 0.012821
1709 1072 0.038462
1709 1109 0.026316
1709 1127 0.047619
1709 1131 0.031250
1709 1134 0.090909
1709 1139 0.041667
1709 1141 0.055556
1709 1167 0.035714
1709 1169 0.052632
1709 1189 0.026316
1709 1221 0.014085
1709 1226 0.028571
1709 1236 0.023256
1709 1258 0.023810
1709 1259 0.021277
1709 1260 0.026316
1709 1275 0.017544
1709 1304 0.026316
1709 1338 0.014706
1709 1348 0.027027
1709 1355 0.027027
1709 1366 0.015152
1709 1415 0.033333
1709 1418 0.047619
1709 1428 0.034483
1709 1469 0.017544
1709 1472 0.011111
1709 1473 0.018519
1709 1482 0.020408
1709 1496 0.020833
1709 1504 0.017241
1709 1525 0.017544
1709 1529 0.023810
1709 1536 0.012195
1709 1569 0.020833
1709 1624 0.028571
1709 1630 0.014925
1709 1672 0.040000
1709 1703 0.014286
1709 1725 0.019608
1709 1748 0.076923
1709 1749 0.076923
1709 1756 0.062500
1709 1770 0.021277
1709 1785 0.033333
1709 1807 0.019608
1709 1815 0.041667
1709 1831 0.023810
1709 1876 0.017857
1709 1904 0.033333
1710 107 0.000957
1710 526 0.010204
1710 925 0.005988
1710 1110 0.014286
1710 1112 0.018519
1710 1209 0.013158
1710 1344 0.010989
1710 1528 0.014286
1710 1557 0.006623
1710 1688 0.010526
1710 1730 0.004425
1710 1771 0.050000
1710 1827 0.004975
1710 1861 0.010101
1710 1900 0.038462
1711 107 0.000957
1711 968 0.025000
1711 1110 0.014286
1711 1270 0.500000
1711 1540 0.014493
1712 107 0.000957
1712 916 0.006803
1712 946 0.006024
1712 960 0.009709
1712 982 0.014706
1712 983 0.016129
1712 997 0.010417
1712 1003 0.010526
1712 1006 0.007042
1712 1017 0.006711
1712 1024 0.011765
1712 1040 0.014925
1712 1056 0.015385
1712 1059 0.006061
1712 1068 0.020408
1712 1083 0.009434
1712 1101 0.008130
1712 1123 0.014085
1712 1125 0.008547
1712 1126 0.005051
1712 1130 0.015152
1712 1132 0.007042
1712 1153 0.007194
1712 1163 0.010000
1712 1199 0.004608
1712 1207 0.013889
1712 1211 0.005780
1712 1214 0.008772
1712 1238 0.006579
1712 1250 0.007299
1712 1256 0.007407
1712 1267 0.008333
1712 1271 0.010417
1712 1285 0.018182
1712 1287 0.015152
1712 1288 0.010870
1712 1291 0.008850
